pool,Fee Tier,Start Date,Expiry Date,Yield Source,Base Asset,Underlying Issuer,chain,AverageIY,Average Daily LP TVL,Total Swap Fee,Total Swap Fee (im+ex),Average Daily Swap Fee,Average Daily Swap Fee (im + ex),Average TV,EfficientRatio*,EfficientRatioB**
Karak sUSDe 30JAN2025,0.001,23 Sept 2024,30 Jan 2025,6-Stablecoins,Stable,Ethena,1,0.18043249453671167,823008.6654514171,786.9238171554881,3234.2300490378957,11.923088138719518,49.00348559148327,49432.47683957426,0.02173278726182164,0.06006313045617902
Mellow Steakhouse steakLRT 26SEP2024,0.001,22 Jul 2024,26 Sept 2024,2-Restaking,ETH,Mellow Protocol,1,0.11771964792855652,816063.3577364172,890.1399655279272,2652.0959009312382,15.895356527284415,47.35885537377211,168837.48947835344,0.021182157056254047,0.20689262405638703
ankrBNB 26JUN2025,0.001,10 Jul 2023,26 Jun 2025,1-Staking,Other,Ankr,56,0.029895525089192135,756463.2764240296,3245.753108098862,5115.775987165913,9.574492944244431,15.090784622908297,6728.449724395647,0.007281432633980217,0.008894615157265171
Mellow rstETH 25JUL2024,0.003,19 Jun 2024,25 Jul 2024,2-Restaking,ETH,Mellow Protocol,1,0.4361455588145721,717157.6026687806,1886.8865650115529,4093.755766674833,60.86730854875977,132.05663763467203,535168.3888367667,0.06721071150509267,0.7462353976939353
aUSDT 26SEP2024,0.0005,11 Mar 2024,26 Sept 2024,3-Lending,Stable,AAVE,1,0.09166066344712842,690284.1223466918,685.8480152773436,15636.889490519534,7.070598095642718,161.2050462940158,36550.176044445274,0.08524003376650716,0.052949466547469175
sETH-ptrsETHSilo 26SEP2024,0.001,12 Jun 2024,26 Sept 2024,3-Lending,ETH,Silo,42161,0.04785193540057417,647991.538631864,149.05541079194595,561.8748843925334,1.447139910601417,5.455095964976053,11016.323973449611,0.0030727407821098795,0.017000721948791046
Tensorplex Staked TAO 27JUN2024,0.01,8 Apr 2024,27 Jun 2024,1-Staking,Other,Thena,1,0.2774720186898736,644624.6171780793,5690.091243175275,15316.139266586617,91.77566521250444,247.03450429978415,53118.60266923686,0.13987612583605716,0.08240238001112933
Thena frxETH-ETH 27JUN2024,0.001,28 Jun 2023,27 Jun 2024,4-DEX,ETH,Ethena,56,0.04656209081720649,638556.4984404953,1484.2967706710342,4062.519347801507,6.481645286773075,17.74025916070527,10732.787852150928,0.010140362848818172,0.016807890732242037
rETH-WETH_BalancerLP Aura 28DEC2023,0.0005,10 Jan 2023,28 Dec 2023,4-DEX,ETH,Balancer,1,0.07651883834618207,629780.1315985754,7521.590587876649,19483.5624634323,79.17463776712262,205.0901311940242,96940.08640388935,0.11886354321119415,0.15392687311018471
Fluid USDT 26JUN2025,0.002,17 Dec 2024,26 Jun 2025,3-Lending,Stable,Fluid,1,0.12813607007953395,629144.2156578207,609.7395692128671,1248.472227180314,29.0352175815651,59.451058437157805,30360.76280419649,0.034490718963177444,0.0482572390377171
Fluid USDC 26JUN2025,0.002,17 Dec 2024,26 Jun 2025,3-Lending,Stable,Fluid,1,0.13778808045838495,622491.4471533427,866.077107634934,1906.7382897539808,33.310657985959,73.33608806746079,34439.28546982302,0.043000867348510455,0.05532491350252938
Dolomite USDC 26SEP2024,0.001,12 Jun 2024,26 Sept 2024,3-Lending,Stable,Dolomite,42161,0.14940612933442088,614299.6292526112,1164.3012745333265,4660.377812781915,11.195204562820447,44.81132512290303,73067.5389968451,0.026625660982018386,0.1189444621442192
Staking MNT 3OCT2024,0.003,20 Aug 2024,3 Oct 2024,1-Staking,Other,Mantle,5000,0.474306794238623,583127.0108115383,1149.0455916764442,4110.270462659918,31.05528626152552,111.08839088270048,221687.45248210276,0.0695341870988895,0.38017009737480717
ARB-ETH_Camelot 27JUN2024,0.001,16 May 2023,27 Jun 2024,4-DEX,ETH,Camelot,42161,0.08083249992187874,577575.0232423444,1630.8913527627965,4465.343515295844,4.75478528502273,13.018494213690506,5459.313115092355,0.008227070418180554,0.009452128113929339
sUSDC-ARBSilo 1FEB2024,0.001,22 Nov 2023,1 Feb 2024,3-Lending,Stable,Silo,42161,0.0922762722869789,555458.0454205251,2375.2077746531795,5308.049538580506,33.45363062891802,74.76126110676769,244988.9184685975,0.04912677119171289,0.4410574668751476
fUSDC 26DEC2024,0.0005,22 Aug 2023,26 Dec 2024,7-RWA,Stable,Ondo,1,0.04327926975117398,554303.6304339396,2348.7767951089395,3449.4734298917565,16.3109499660343,23.95467659647053,19139.257227577225,0.015773768161804896,0.03452847171972147
sFRAX 28MAR2024,0.0005,23 Oct 2023,28 Mar 2024,6-Stablecoins,Other,Frax,1,0.055199084823368064,553313.7824291385,1701.093966678351,4218.20518707424,34.02187933356702,84.3641037414848,91921.46764216165,0.05565178176197971,0.16612900412241907
Mellow sUSDe 26SEP2024,0.003,1 Jul 2024,26 Sept 2024,2-Restaking,Stable,Mellow Protocol,1,0.19694383803192717,549741.1951000617,1346.0582488200541,4510.505986485545,20.708588443385448,69.3923997920853,73396.80182125367,0.04607299971307585,0.13351155502889733
Mellow Steakhouse steakLRT 25JUL2024,0.003,19 Jun 2024,25 Jul 2024,2-Restaking,ETH,Mellow Protocol,1,0.32834338137651387,539176.6262638042,2084.8518695737025,4686.77077015012,59.56719627353436,133.90773629000344,403157.42343964643,0.0906499305886777,0.7477279314448485
gDAI 27MAR2025,0.0020001,1 Sept 2024,27 Mar 2025,5-Derivative,Stable,Gains Network,42161,0.07017054685738665,532438.0827931521,819.7036105700018,1865.278581910162,7.520216610733962,17.112647540460202,7950.653430048552,0.011731160024281238,0.01493254086623499
Aave aUSDC 26DEC2024,0.001,6 Jun 2024,26 Dec 2024,3-Lending,Stable,AAVE,42161,0.07302805900551745,504733.29178731516,932.7526260657712,3333.3207244419154,4.883521602438592,17.45194096566448,24181.435391397918,0.012620444413149022,0.04790933307721557
MUXLP 26DEC2024,0.001,4 Jun 2024,26 Dec 2024,5-Derivative,Other,MUX,42161,0.20036807223480324,498202.94777680736,498.5492702612537,2629.361593878228,3.003308856995504,15.83952767396523,9232.487402670247,0.011604563214241278,0.018531579236673566
wstETH-WETH_BalancerLP Aura 27JUN2024,0.0005,7 Feb 2023,27 Jun 2024,4-DEX,ETH,Balancer,1,0.06233170957300588,464044.3129439854,7541.182077934452,17367.44980235749,88.71978915217002,204.32293885126458,68773.93758901086,0.1607128254790483,0.1482055391492591
Autocompounding Pirex ETH 27MAR2025,0.0005,20 Mar 2024,27 Mar 2025,1-Staking,ETH,Dinero,1,0.06633860205964823,459243.48394225753,476.971619912824,5865.881663946081,6.359621598837653,78.21175551928108,15813.173169339907,0.06216155865616367,0.034433092079164174
MUXLP 26JUN2025,0.002,19 Nov 2024,26 Jun 2025,5-Derivative,Other,MUX,42161,0.14069539912081871,448280.3244120594,209.79434368080405,482.73626172513093,4.370715493350084,10.057005452606894,4199.202199621634,0.00818864177234625,0.009367357813727568
Morpho Pendle WBTC 26JUN2025,0.001,26 Nov 2024,26 Jun 2025,3-Lending,BTC,Morpho,1,0.05095767463532946,441588.80685793655,171.264573892861,471.30217038336565,6.587098995879269,18.12700655320637,13960.986741552026,0.014983073142179691,0.03161535465740057
Aave Ethereum USDC 26JUN2025,0.002,16 Dec 2024,26 Jun 2025,3-Lending,Stable,AAVE,1,0.09180213695475675,402173.54193704634,538.1227862133911,1230.323468901806,19.930473563458932,45.56753588525208,20583.122906179695,0.041355655864404185,0.05117970418203603
wstETH 26SEP2024,0.001,11 Aug 2023,26 Sept 2024,1-Staking,ETH,Lido,10,0.04147219551131325,400624.66245280573,1840.953829340241,3279.600595165107,6.574835104786575,11.71285926844681,8195.337341701308,0.010671319151468153,0.020456397495665243
FRAXUSDC_CurveLP Convex 30MAR2023,0.0005,23 Nov 2022,30 Mar 2023,4-DEX,Stable,Convex,1,0.02495788117850569,396410.24946381804,1218.769849381911,1699.9294871899745,15.046541350393962,20.98678379246882,84712.51513454723,0.01932385980083064,0.2136991040194567
Staked ePENDLE 27MAR2025,0.0015,20 Dec 2024,27 Mar 2025,8-Other,Other,ePendle,42161,0.28683894999759674,373931.239527144,16.634565078499,16.676988901302884,0.66538260313996,0.6670795560521153,3406.425696160078,0.0006511465537538951,0.009109764940922522
ARB-GRAIL_Camelot 27JUN2024,0.001,22 May 2023,27 Jun 2024,4-DEX,Other,Camelot,42161,0.08850146369410458,364208.81864976924,1022.887264055929,2769.431005840323,2.720444851212577,7.365507994256178,5135.54342735246,0.007381508300293887,0.014100546621554777
stETH 30MAR2023,0.0005,23 Nov 2022,30 Mar 2023,1-Staking,ETH,Lido,1,0.04906390331870366,352607.96825800947,809.9655117396028,1762.676491355898,9.418203624879101,20.496238271580207,87047.02835845514,0.02121655675022268,0.24686631101530096
rETH 27JUN2024,0.001,11 Aug 2023,27 Jun 2024,1-Staking,ETH,Rocketpool,10,0.04814844676766586,317787.8983124687,1301.7407738541895,2050.834704168076,5.446614116544726,8.58089834379948,8725.687152548873,0.009855717955651051,0.027457581609886345
Aave Ethereum USDT 26JUN2025,0.002,16 Dec 2024,26 Jun 2025,3-Lending,Stable,AAVE,1,0.09528803738976224,301098.3036009743,256.264996735509,660.8104822600966,17.0843331157006,44.05403215067311,17824.66695263994,0.05340356137079097,0.05919882888567114
ankrETH-WETH_BalancerLP Aura 26SEP2024,0.0005,24 Apr 2023,26 Sept 2024,4-DEX,ETH,Ankr,1,0.14134108588648747,260945.44145415182,945.1161141962288,4208.11788624999,18.531688513651545,82.51211541666648,14150.992244101968,0.11541463211333702,0.05422969707860676
rETH-WETH_BalancerLP Aura 26DEC2024,0.0005,24 Apr 2023,26 Dec 2024,4-DEX,ETH,Balancer,1,0.021898799269447773,252093.4409447378,2538.9467924160826,7755.738309394863,63.473669810402065,193.89345773487156,40605.71185528032,0.28073365101451436,0.16107405136407982
Renzo ezETH 26SEP2024,0.003,21 Apr 2024,26 Sept 2024,2-Restaking,ETH,Renzo,56,0.14329114273960192,222487.35047545526,1691.4245281256024,6685.437661790386,14.213651496853801,56.18014841840661,13760.680318027684,0.09216593270987151,0.06184927048041663
Savings crvUSD 26JUN2025,0.002,4 Dec 2024,26 Jun 2025,3-Lending,Stable,Curve,1,0.13659629477870217,219067.4202560973,751.0885708105168,1330.1750635453832,25.89960589001782,45.86810563949597,24945.12342507147,0.07642331542884938,0.11386961783687308
Silo crvUSD 26SEP2024,0.003,11 Jun 2024,26 Sept 2024,3-Lending,Stable,Silo,1,0.12409114444230045,208345.03417161424,148.223873013853,424.9265390754431,4.7814152585113865,13.707307712111067,18233.245951332156,0.024013854396929955,0.08751466539064902
Sophon Farming PEPE 26SEP2024,0.001,26 Aug 2024,26 Sept 2024,8-Other,Other,Sophon,1,0.28850011574571127,165795.58219091134,147.21508953665,1311.1153650532183,5.4524107235796295,48.55982833530438,102789.98045934326,0.10690476252845373,0.6199802135920727
ETHx-BbAWeth_BalancerLP Aura 26SEP2024,0.0005,26 Jul 2023,26 Sept 2024,4-DEX,ETH,Balancer,1,0.04844740783443349,133421.93638974824,1772.049092267457,4300.469245676717,57.16287394411151,138.7248143766683,51993.87832182322,0.3795069882629476,0.3896951260693761
GM ARB-USDC 28MAR2024,0.001,14 Nov 2023,28 Mar 2024,4-DEX,Stable,GMX,42161,0.14002925623574305,127705.56488242927,368.37905726943006,1812.795951756557,3.019500469421558,14.85898321111932,13232.403515997084,0.04246900968686573,0.10361649884387851
sAPE 29JUN2023,0.0005,13 Dec 2022,29 Jun 2023,8-Other,Other,BAYC,1,0.9768938591810936,123501.88262758886,305.01187223997596,2183.3921372759855,2.0749106955100407,14.85300773657133,5372.592958009143,0.04389688406772087,0.04350211384396314
Renzo REZ Staking 26SEP2024,0.001,29 Jun 2024,26 Sept 2024,8-Other,Other,Renzo,1,0.17204064649476142,102057.13233953183,148.12364494290696,1393.3961594200491,2.6931571807801267,25.334475625819074,15964.237373616368,0.09060693154359878,0.15642451446220598
ankrETH-WETH_BalancerLP Aura 28MAR2024,0.0005,13 Mar 2023,28 Mar 2024,4-DEX,ETH,Ankr,1,0.0815487752336017,98260.43205943695,2114.9773143285274,8681.452429284926,50.356602722107795,206.70124831630775,50924.52082381885,0.767816241534697,0.5182607053164087
weETH 26SEP2024,0.003,14 May 2024,26 Sept 2024,2-Restaking,ETH,Ether.fi,56,0.11704018061379642,87308.57632834674,443.25669906220804,2501.2807942591635,4.870952736947341,27.486602134716083,6506.425664338866,0.11490978551111769,0.07452218256165065
LOOKS Staking 30MAR2023,0.0005,23 Nov 2022,30 Mar 2023,1-Staking,Other,LOOKS,1,0.2698608595835424,60962.44959964961,113.72126809162799,865.3105396596432,1.536773893130108,11.693385671076259,9120.985231808689,0.07001171701550794,0.14961644900603063
Staked ePENDLE 26DEC2024,0.001,18 Oct 2024,26 Dec 2024,8-Other,Other,Penpie,42161,null,3428.522769858451,0,0,0,0,0,0,0
sETH-wstEthSilo 28MAR2024,null,null,null,null,null,null,42161,null,474.13229965880487,null,null,null,null,null,null,null
vETH-WETH_BalancerLP Aura 26SEP2024,null,null,null,null,null,null,1,0.06414690976099992,27.32418332162125,2.18007333226,2.18007333226,2.18007333226,2.18007333226,1958.465356255374,29.121703544026964,71.67516529965847
ether.fi eBTC 27MAR2025,null,null,null,null,null,null,1,null,2.8546876768796343,null,null,null,null,null,null,null
Venus BNB 26JUN2025,0.001,23 Oct 2024,26 Jun 2025,3-Lending,Other,Venus,56,null,null,null,null,null,null,null,null,null
PENDLE-ETH_Camelot 26JUN2025,null,null,null,null,null,null,42161,null,null,null,null,null,null,null,null,null
Staking MNT 26DEC2024,null,null,null,null,null,null,5000,null,null,null,null,null,null,null,null,null
Sophon Farming PEPE 26DEC2024,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null
mPendle 26DEC2024,null,null,null,null,null,null,42161,null,null,null,null,null,null,null,null,null
oETH 25DEC2025,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null
Stargate USDT 27JUN2024,null,null,null,null,null,null,42161,null,null,null,null,null,null,null,null,null
Stargate USDT 27JUN2024,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null
gDAI 26DEC2024,null,null,null,null,null,null,42161,null,null,null,null,null,null,null,null,null
Ethena USDe 31OCT2024,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null
Ethena sUSDE 31OCT2024,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null
Zircuit Staking USDe 22AUG2024,0.003,24 Jun 2024,22 Aug 2024,6-Stablecoins,Stable,Ethena,1,null,null,null,null,null,null,null,null,null
